Id,region,date,mortality_rate,O3,PM10,PM25,NO2,T2M,Code,Region
1,E12000001,2007-01-02,2.2640000000000002,42.358000000000004,9.021,3.7652390439728105,6.042835459758152,278.138,E12000001,North East
2,E12000001,2007-01-03,2.03,49.506,5.256,1.1446100102252181,2.28077193284426,281.745,E12000001,North East
3,E12000001,2007-01-04,1.874,51.101000000000006,4.946000000000001,1.0608560087489844,3.069469640171718,280.52299999999997,E12000001,North East
4,E12000001,2007-01-05,2.069,47.478,6.8229999999999995,2.2663088922856947,3.87842016507949,280.421,E12000001,North East
5,E12000001,2007-01-06,1.913,45.226000000000006,7.532,2.8916990325566223,6.327877810185157,278.961,E12000001,North East
6,E12000001,2007-01-07,1.756,53.226000000000006,5.607,1.5710602856799687,3.1928755307219205,281.504,E12000001,North East
7,E12000001,2007-01-08,1.756,48.177,4.6739999999999995,0.9523275468063774,4.804414452036255,279.519,E12000001,North East
8,E12000001,2007-01-09,2.147,56.917,5.979,1.6259561854361038,-0.1265310721709625,281.866,E12000001,North East
9,E12000001,2007-01-10,2.186,45.757,3.4330000000000003,-0.12814787524870574,2.7476460558552134,278.04400000000004,E12000001,North East
10,E12000001,2007-01-11,1.249,56.388000000000005,6.159,2.295741977008664,6.098518132135908,280.358,E12000001,North East
11,E12000001,2007-01-12,2.342,56.013999999999996,5.962000000000001,1.4939192368495773,-1.1566489604457786,282.10400000000004,E12000001,North East
12,E12000001,2007-01-13,1.444,55.656000000000006,5.122000000000001,1.4344170551084017,4.40734906036198,280.847,E12000001,North East
13,E12000001,2007-01-14,1.6780000000000002,54.312,4.99,1.2625951632353498,3.8905032959265924,279.163,E12000001,North East
14,E12000001,2007-01-15,2.186,56.653999999999996,5.59,1.3605844838040682,-0.14700436994384347,280.905,E12000001,North East
15,E12000001,2007-01-16,1.795,33.107,7.525,2.9666024626172263,11.17075380863912,276.678,E12000001,North East
16,E12000001,2007-01-17,1.6780000000000002,50.589,5.812,1.8634826876397161,5.737380323408971,278.028,E12000001,North East
17,E12000001,2007-01-18,2.576,45.818999999999996,3.722,-0.16058953962798994,0.2851599616989944,278.681,E12000001,North East
18,E12000001,2007-01-19,2.03,49.809,8.244,3.2974734716949623,4.127418636790665,280.647,E12000001,North East
19,E12000001,2007-01-20,1.756,49.056000000000004,6.767,2.4700001356298777,5.9811733766476465,278.567,E12000001,North East
20,E12000001,2007-01-21,1.834,47.73,3.846,0.4516187227002355,5.401381071871441,275.684,E12000001,North East
21,E12000001,2007-01-22,1.834,48.284,3.341,0.11163824190054683,5.142538985961977,275.259,E12000001,North East
22,E12000001,2007-01-23,1.756,42.107,2.798,-0.1808492689765242,7.889789847304215,272.845,E12000001,North East
23,E12000001,2007-01-24,1.6780000000000002,52.358000000000004,3.155,0.0782365006578456,4.788277418114333,275.514,E12000001,North East
24,E12000001,2007-01-25,2.186,41.495,4.348,0.6302196480811282,5.747833066522048,274.23400000000004,E12000001,North East
25,E12000001,2007-01-26,1.327,46.715,5.215,1.625128712151532,8.734508902441178,277.705,E12000001,North East
26,E12000001,2007-01-27,1.834,48.0,4.707,0.9569677214937315,4.661276607498479,278.78,E12000001,North East
27,E12000001,2007-01-28,1.3659999999999999,54.158,2.884,-0.11646886280298285,4.14194756887467,280.84,E12000001,North East
28,E12000001,2007-01-29,1.913,47.568000000000005,6.49,2.1235759374337,4.698485501703743,280.22700000000003,E12000001,North East
29,E12000001,2007-01-30,1.834,49.412,6.047999999999999,1.9566065413560958,5.424277195091378,277.497,E12000001,North East
30,E12000001,2007-01-31,2.147,49.603,4.47,0.5144061261364659,1.0322006723953052,282.047,E12000001,North East
31,E12000001,2007-02-01,1.6,39.469,7.329,2.8068358483120877,8.814226025792422,281.423,E12000001,North East
32,E12000001,2007-02-02,1.6780000000000002,43.623999999999995,8.418,3.6276256035140113,8.521584144263727,279.311,E12000001,North East
33,E12000001,2007-02-03,1.6,38.709,5.702000000000001,1.8325835876157184,10.091075338552841,276.103,E12000001,North East
34,E12000001,2007-02-04,1.6780000000000002,34.037,15.42,8.663213477811171,16.12584528177642,275.448,E12000001,North East
35,E12000001,2007-02-05,1.639,38.911,7.672999999999999,3.27324290047369,11.514637213873044,274.143,E12000001,North East
36,E12000001,2007-02-06,1.5219999999999998,36.65,9.351,4.575641831454891,14.364610111517038,272.302,E12000001,North East
37,E12000001,2007-02-07,1.21,37.98,4.874,1.5705725390125735,13.422312104550741,272.776,E12000001,North East
38,E12000001,2007-02-08,1.756,33.293,7.399,3.0011269402969676,12.359126980017763,273.698,E12000001,North East
39,E12000001,2007-02-09,1.9909999999999999,35.499,13.970999999999998,7.524519525232092,13.620762536063296,273.945,E12000001,North East
40,E12000001,2007-02-10,2.342,27.243000000000002,7.242999999999999,2.4785973147947766,9.760255574799288,275.422,E12000001,North East
41,E12000001,2007-02-11,1.9909999999999999,36.894,7.311,2.6992678571911632,8.544543359477544,277.493,E12000001,North East
42,E12000001,2007-02-12,2.342,38.699,5.8389999999999995,1.4665595583442008,5.085468538680658,277.715,E12000001,North East
43,E12000001,2007-02-13,1.834,44.007,7.1770000000000005,2.7067445708219626,7.264102799050775,278.106,E12000001,North East
44,E12000001,2007-02-14,1.795,44.31100000000001,8.286,3.518793775578671,8.034317094335847,277.976,E12000001,North East
45,E12000001,2007-02-15,1.795,45.565,13.24,6.95574708312542,9.453669463823289,280.16700000000003,E12000001,North East
46,E12000001,2007-02-16,2.303,30.266,9.137,3.715907078479935,8.670985683003167,279.535,E12000001,North East
47,E12000001,2007-02-17,1.834,32.181999999999995,8.656,3.6973593644389835,11.313228355065903,277.949,E12000001,North East
48,E12000001,2007-02-18,2.537,42.506,11.195,5.226886395716229,6.2329352104714815,275.991,E12000001,North East
49,E12000001,2007-02-19,1.795,17.991,21.118000000000002,12.431307266423689,21.509735837712086,278.86,E12000001,North East
50,E12000001,2007-02-20,1.756,36.77,10.62,5.065073279421572,10.609952920632395,280.551,E12000001,North East
51,E12000001,2007-02-21,1.795,38.748000000000005,14.087,7.565198299596279,12.231536599223858,278.83,E12000001,North East
52,E12000001,2007-02-22,2.225,35.486,7.457999999999999,2.576970837093505,6.633376427780419,280.151,E12000001,North East
53,E12000001,2007-02-23,1.795,37.194,15.71,8.655073485633695,12.95991940278266,280.312,E12000001,North East
54,E12000001,2007-02-24,1.561,36.966,13.818,7.445045839091492,13.479851496496366,280.282,E12000001,North East
55,E12000001,2007-02-25,1.7169999999999999,40.043,10.187000000000001,4.854754000914345,10.337066305215558,278.85400000000004,E12000001,North East
56,E12000001,2007-02-26,2.186,52.316,5.295,1.2467867625799265,2.123997787960178,277.452,E12000001,North East
57,E12000001,2007-02-27,2.381,46.232,5.683,1.3365591877174898,2.3182905272774974,278.807,E12000001,North East
58,E12000001,2007-02-28,1.9909999999999999,62.571000000000005,6.013,1.8438959165041036,0.12309061046124725,279.545,E12000001,North East
59,E12000001,2007-03-01,2.225,62.66,3.53,0.008143445082285261,-2.078702558708329,278.097,E12000001,North East
60,E12000001,2007-03-02,1.913,43.893,9.01,3.972925176131473,7.89951373007932,277.712,E12000001,North East
61,E12000001,2007-03-03,1.795,50.11600000000001,7.678,3.103649009491278,5.976903875092518,278.41700000000003,E12000001,North East
62,E12000001,2007-03-04,1.6780000000000002,45.409,7.769,3.2127859160886354,8.069978770061027,278.278,E12000001,North East
63,E12000001,2007-03-05,2.108,73.374,7.114,2.612036451765084,-2.9977791542920897,279.612,E12000001,North East
64,E12000001,2007-03-06,2.225,72.807,4.978,1.0059228377715952,-4.941930717793568,280.425,E12000001,North East
65,E12000001,2007-03-07,1.5219999999999998,61.934,6.565,2.4976013147785245,3.5157710329632295,279.295,E12000001,North East
66,E12000001,2007-03-08,2.069,62.773,6.575,2.2055264210255086,-0.054414231694394743,279.372,E12000001,North East
67,E12000001,2007-03-09,2.108,68.593,10.293,4.870736966999506,0.30495560550018297,278.603,E12000001,North East
68,E12000001,2007-03-10,1.795,66.654,8.57,3.708330456146145,0.7354737129683713,281.709,E12000001,North East
69,E12000001,2007-03-11,1.405,68.78399999999999,11.974,6.312017395378454,3.9515074764710647,282.596,E12000001,North East
70,E12000001,2007-03-12,1.834,62.78,7.643,3.0310286970723936,1.2922700544613406,281.12,E12000001,North East
71,E12000001,2007-03-13,1.5219999999999998,58.623999999999995,9.777000000000001,4.732170769699531,5.852735599631814,279.907,E12000001,North East
72,E12000001,2007-03-14,1.7169999999999999,59.64,10.956,5.430727459363923,4.644278315110839,280.895,E12000001,North East
73,E12000001,2007-03-15,2.147,66.025,8.449,3.476251794175554,-0.7590149901799634,280.226,E12000001,North East
74,E12000001,2007-03-16,1.5219999999999998,66.917,5.415,1.7151689907874457,1.6196811379703178,279.135,E12000001,North East
75,E12000001,2007-03-17,1.561,63.365,4.917,1.2324453204394805,1.1431072361566805,281.801,E12000001,North East
76,E12000001,2007-03-18,1.6,77.163,9.146,4.483893063747056,1.518529285351704,275.632,E12000001,North East
77,E12000001,2007-03-19,1.639,64.568,4.915,1.4124183282368081,2.6388887705852113,275.383,E12000001,North East
78,E12000001,2007-03-20,1.874,79.2,4.198,0.8901957672477923,-2.7472288267512397,274.244,E12000001,North East
79,E12000001,2007-03-21,1.6780000000000002,71.234,4.638,1.2402411336199441,0.5515536717774978,275.065,E12000001,North East
80,E12000001,2007-03-22,2.069,56.578,4.324,0.5772790273452539,0.4430978588952428,279.48,E12000001,North East
81,E12000001,2007-03-23,1.6,61.215,7.934,3.4330649258389965,4.085514759569378,278.897,E12000001,North East
82,E12000001,2007-03-24,1.913,51.998000000000005,17.424,9.956269249672461,9.889706946136343,278.047,E12000001,North East
83,E12000001,2007-03-25,1.444,60.507,28.52,18.021934809150203,15.200504639932106,280.596,E12000001,North East
84,E12000001,2007-03-26,2.381,57.838,36.618,23.232199984803707,14.51618377378611,280.297,E12000001,North East
85,E12000001,2007-03-27,1.639,57.427,43.465,28.4465933904235,22.27254458018048,281.351,E12000001,North East
86,E12000001,2007-03-28,1.444,53.143,41.756,27.355499396929787,24.094703690132278,280.383,E12000001,North East
87,E12000001,2007-03-29,1.405,63.753,33.59,21.67691401409931,17.470116763955843,279.72,E12000001,North East
88,E12000001,2007-03-30,1.327,67.513,38.913000000000004,25.486950531498373,19.459408838721174,280.258,E12000001,North East
89,E12000001,2007-03-31,1.7169999999999999,75.732,14.835999999999999,8.284129270576326,2.505527020629657,280.154,E12000001,North East
90,E12000001,2007-04-01,1.444,79.566,8.238,3.7970014329949118,-0.16318968272852885,279.832,E12000001,North East
91,E12000001,2007-04-02,2.2640000000000002,76.821,13.645,7.167669844963541,-1.4972155184724727,279.524,E12000001,North East
92,E12000001,2007-04-03,1.639,63.933,4.93,1.3006886080823978,1.5650924796062071,278.887,E12000001,North East
93,E12000001,2007-04-04,1.483,54.168,8.971,4.129097360391757,6.563520667337315,280.827,E12000001,North East
94,E12000001,2007-04-05,1.756,55.422,9.253,4.122342169591895,4.049755945465037,282.66900000000004,E12000001,North East
95,E12000001,2007-04-06,2.303,60.3,5.327000000000001,1.1148643046207862,-2.1376879836794416,281.32099999999997,E12000001,North East
96,E12000001,2007-04-07,1.6,66.361,8.426,3.715048349792542,1.9545995035278452,281.625,E12000001,North East
97,E12000001,2007-04-08,1.249,69.997,8.53,3.9678581547572964,2.7996175678977977,282.585,E12000001,North East
98,E12000001,2007-04-09,1.288,66.0,5.126,1.4913515406022948,1.6305053702516403,283.353,E12000001,North East
99,E12000001,2007-04-10,1.405,62.46,4.881,1.220827014724804,1.609158917098938,283.781,E12000001,North East
100,E12000001,2007-04-11,1.6780000000000002,58.138000000000005,6.187,1.979966170844298,1.886495287543653,283.556,E12000001,North East
101,E12000001,2007-04-12,1.249,55.711999999999996,13.204,7.176402814749162,8.849689705772661,283.305,E12000001,North East
102,E12000001,2007-04-13,1.874,48.739,24.459,14.76813364028669,12.84234964888266,283.04900000000004,E12000001,North East
103,E12000001,2007-04-14,1.6780000000000002,60.532,34.628,22.050267362429004,15.18069865521585,285.436,E12000001,North East
104,E12000001,2007-04-15,1.6,80.509,32.446,20.600793923382163,8.524528498912247,286.962,E12000001,North East
105,E12000001,2007-04-16,2.147,64.48,12.628,6.275444253513674,0.23651098679174254,284.624,E12000001,North East
106,E12000001,2007-04-17,1.6,73.241,6.941,2.690593356422558,-0.788456057469503,281.901,E12000001,North East
107,E12000001,2007-04-18,1.639,74.77600000000001,7.539,3.1184010259659996,-0.944872564886964,281.36400000000003,E12000001,North East
108,E12000001,2007-04-19,1.1320000000000001,72.024,7.112,3.052134899362253,2.359882761823002,282.212,E12000001,North East
109,E12000001,2007-04-20,1.444,61.089,13.925999999999998,7.7059042710909385,7.602844935055458,280.416,E12000001,North East
